"mood" "plants" "light" "social" "zone_id"
"1871" 5.32 7 13.16 9.3 "19"
"1872" 3.19 4 12.47 7 "19"
"1873" 3.98 1 14.85 7.9 "19"
"1874" 4.35 0 10.59 8.52 "19"
"1875" 3.71 2 13.53 8.56 "19"
"1876" 4.03 1 9.94 8.65 "19"
"1877" 2.6 6 9.7 5.01 "19"
"1878" 3.29 2 11.85 8.83 "19"
"1879" 3.42 8 9.64 6.08 "19"
"1880" 5.47 11 13.03 7.68 "19"
"1881" 3.14 1 11.02 8.92 "19"
"1882" 2.33 4 11.59 6.19 "19"
"1883" 4.76 0 13.42 10.13 "19"
"1884" 1.23 7 8.42 10.51 "19"
"1885" 4.06 15 12.19 10.41 "19"
"1886" 1.7 1 15.35 6.83 "19"
"1887" 2.19 2 10.79 7.76 "19"
"1888" 3.48 5 13.71 3.38 "19"
"1889" 2.51 0 12.67 9.58 "19"
"1890" 2.47 2 11.5 7.38 "19"
"1891" 2.11 1 11.31 9.78 "19"
"1892" 4.25 1 12.33 8.95 "19"
"1893" 5.5 5 10.56 8.56 "19"
"1894" 3.14 1 14.32 8.42 "19"
"1895" 3.09 2 12.54 7.62 "19"
"1896" 4.21 3 10.11 8.74 "19"
"1897" 4.74 6 9.56 7.25 "19"
"1898" 4.47 0 11.94 7.11 "19"
"1899" 2.44 1 13.36 7.97 "19"
"1900" 3.49 5 12.37 5.35 "19"
"1901" 3.6 2 9.77 8.17 "20"
"1902" 4.02 10 12.51 8.81 "20"
"1903" 4.14 1 13.31 5.84 "20"
"1904" 4.01 1 9.79 8.58 "20"
"1905" 4.64 1 8.87 6.63 "20"
"1906" 4.45 13 12.96 7.77 "20"
"1907" 2.5 1 13.87 4.5 "20"
"1908" 5.49 10 9.94 9.52 "20"
"1909" 5.81 2 9.69 9.57 "20"
"1910" 3.98 0 10.5 6.67 "20"
"1911" 3.5 4 18.52 6.09 "20"
"1912" 2.44 5 10.92 8.57 "20"
"1913" 2.85 10 12.43 6.04 "20"
"1914" 5.25 1 8.86 11.31 "20"
"1915" 2.41 7 13.91 9.32 "20"
"1916" 3.12 7 11.76 7.76 "20"
"1917" 2.57 0 12.46 9.09 "20"
"1918" 3.1 9 13.22 8.53 "20"
"1919" 3.16 1 14.35 7.15 "20"
"1920" 3.59 4 10.74 6.56 "20"
"1921" 3.69 0 12.54 9.01 "20"
"1922" 4.36 1 15.5 8.12 "20"
"1923" 5.19 1 14.05 8.53 "20"
"1924" 1.46 3 14.61 10.78 "20"
"1925" 4.11 1 10.03 10.51 "20"
"1926" 5.06 1 9.73 7.28 "20"
"1927" 3.43 10 12.12 7.56 "20"
"1928" 6.5 16 12.08 7.37 "20"
"1929" 4.46 5 11.86 8.24 "20"
"1930" 3.52 1 11.59 7.35 "20"
"1931" 4.2 8 10.6 9.41 "20"
"1932" 5.34 8 7.88 8.52 "20"
"1933" 4.49 2 15.79 8.79 "20"
"1934" 4.28 3 12.53 6.76 "20"
"1935" 3.15 5 13.56 7.83 "20"
"1936" 3.93 8 9.31 6.71 "20"
"1937" 5.96 7 11.66 7.18 "20"
"1938" 4.88 2 16.54 7.79 "20"
"1939" 3.43 1 8.48 5.46 "20"
"1940" 4.49 1 13.38 4.91 "20"
"1941" 5.55 3 12.73 10.42 "20"
"1942" 4.65 6 10.71 7.13 "20"
"1943" 3.98 0 10.25 6.63 "20"
"1944" 4.3 2 11.29 11.19 "20"
"1945" 2.55 0 10.35 12.35 "20"
"1946" 3.86 2 12.76 7.4 "20"
"1947" 4.49 1 7.95 7.79 "20"
"1948" 2.54 5 7.76 8.66 "20"
"1949" 3.37 2 11.7 10.82 "20"
"1950" 5 7 12.47 8.93 "20"
"1951" 4.43 5 11.9 9.01 "20"
"1952" 2.79 1 12.25 4.42 "20"
"1953" 4.56 2 9.95 8.08 "20"
"1954" 5.35 2 13.44 7.88 "20"
"1955" 2.91 3 11.06 9.71 "20"
"1956" 3.28 8 10 10.98 "20"
"1957" 2.62 3 12.86 9 "20"
"1958" 3.85 1 10.22 10.1 "20"
"1959" 3.03 3 12.23 5.32 "20"
"1960" 3.76 1 10.55 7.17 "20"
"1961" 2.43 0 10.28 9.19 "20"
"1962" 3.87 2 12.68 8.54 "20"
"1963" 5.74 3 15.7 10.33 "20"
"1964" 5.43 5 10.01 11.09 "20"
"1965" 4.04 3 9.54 4.48 "20"
"1966" 4.74 3 9.85 9.25 "20"
"1967" 3.72 0 9.9 3.8 "20"
"1968" 2.68 5 9.68 8.06 "20"
"1969" 2.32 2 8.73 6.87 "20"
"1970" 5.09 1 10.55 6.1 "20"
"1971" 3.92 10 9.75 8.54 "20"
"1972" 3 8 12.4 5.8 "20"
"1973" 5.3 7 14.03 11.41 "20"
"1974" 6.17 13 14.61 10.08 "20"
"1975" 2.67 3 11.18 8.59 "20"
"1976" 2 1 10.28 7.14 "20"
"1977" 7.32 10 11.35 8.18 "20"
"1978" 1.13 6 14.6 8.2 "20"
"1979" 4.46 1 12.74 8.33 "20"
"1980" 3.42 0 12.52 8.76 "20"
"1981" 5.33 4 12.96 7.63 "20"
"1982" 4.04 7 15.71 9.56 "20"
"1983" 2.64 4 12.96 5.53 "20"
"1984" 2.71 0 13.47 8.05 "20"
"1985" 2.52 1 11.54 3.06 "20"
"1986" 4.25 1 11.17 8.46 "20"
"1987" 3.63 4 12.82 7.09 "20"
"1988" 4.69 1 12.73 10.15 "20"
"1989" 3.54 1 12.86 7.47 "20"
"1990" 4.04 4 12.64 9.52 "20"
"1991" 4.73 1 11.81 9.31 "20"
"1992" 4.63 4 10.23 10.01 "20"
"1993" 4.23 1 16.48 11.04 "20"
"1994" 5.57 0 11.25 8.74 "20"
"1995" 4.74 5 11.02 6.24 "20"
"1996" 4.39 2 9.45 8.48 "20"
"1997" 3.09 5 12.59 6.64 "20"
"1998" 3.93 2 13.61 7.55 "20"
"1999" 3.46 2 7.37 4.14 "20"
"2000" 3.88 4 13.59 10.79 "20"
